loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,early_return,early_return_amount,isDefaultearly_return_amount_3mon
1019802,219802,38181.8,5,16.02,851.51,D,普通企业,住宿和餐饮业,10+ years,0,1,2011/2/1,0,195,38,13.62,0,617.727,772.159,12,0,0,24116.3,50.4,1,0,Apr-92,1391,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,0,0,0
1034381,234381,6327.27,3,7.24,179.73,A,上市企业,住宿和餐饮业,10+ years,0,0,2017/4/1,0,360,0,8.19273,0,645.455,806.818,12,1,1,5907,48.8923,1,0,1-Apr,0,1,4,0,10,17,7,0,612,1
1047479,247479,27181.8,3,11.53,758.78,B,普通企业,批发和零售业,10+ years,1,1,2015/5/1,0,29,19,24.0182,0,763.636,890.909,14,0,0,22520,41.0308,1,0,Dec-95,0,1,7,0,5,15,10,3,6196,0
1002840,202840,12290.9,5,24.093,316.14,E,普通企业,建筑业,Optional Null,0,1,2018/3/1,0,84,19,21.6273,0,597.273,696.818,12,0,0,2425.38,4.98462,0,0,5-Aug,0,1,5,0,6,15,9,0,3925,1
1025387,225387,18490.9,3,10.16,548.21,B,政府机构,电力、热力生产供应业,10+ years,0,1,2013/4/1,0,131,6,15.6927,0,654.545,763.636,11,0,0,39156.9,65.1692,0,0,Nov-99,0,1,5,0,2,21,17,2,1153,1
1026628,226628,1090.91,3,19.866,43.42,D,普通企业,农、林、牧、渔业,5 years,0,1,2017/10/1,9,517,14,28.3091,0,725.455,785.909,9,0,0,12977.5,102.954,1,0,Dec-97,10,1,6,0,18,18,7,1,301,1
1004048,204048,13636.4,3,13.67,510.27,B,世界五百强,金融业,10+ years,0,1,2013/11/1,5,428,9,16.87,2,758.182,947.727,13,0,0,2930,67.6154,1,0,Nov-82,41,1,6,0,16,14,7,2,5575,1
1031924,231924,5909.09,3,10.989,161.32,B,政府机构,住宿和餐饮业,< 1 year,1,1,2015/9/1,0,62,13,8.77909,0,774.545,968.182,5,2,2,2952,26.4923,1,0,Feb-95,0,1,4,0,2,9,5,3,1598,1
1000741,200741,24000,3,5.852,722.76,A,普通企业,农、林、牧、渔业,< 1 year,0,1,2016/1/1,5,53,19,6.76,0,736.364,859.091,10,0,0,21405,26.9231,0,0,Mar-89,6,1,3,0,13,30,17,0,0,0
1026839,226839,6000,3,20.99,226.02,E,政府机构,文化和体育业,< 1 year,1,1,2016/6/1,0,38,21,34.3745,0,725.455,906.818,13,0,0,2862,20.4231,1,0,13-Apr,0,1,6,0,7,11,10,0,0,0
1004072,204072,2300,3,13.67,78.25,C,政府机构,电力、热力生产供应业,10+ years,0,1,2015/11/1,4,12,9,31.51,1,695,868.75,9,0,0,35212.2,85.4769,0,0,Jan-88,4,1,6,0,6,10,6,0,1073,1
1027492,227492,18000,3,6.615,558.68,A,普通企业,文化和体育业,10+ years,0,1,2017/8/1,0,371,7,14.76,2,763.636,827.273,13,0,0,8833.85,34.4615,0,0,Aug-87,0,1,8,Optional Null,11,18,11,0,0,0
1006931,206931,17454.5,3,8.69,500.65,A,普通企业,文化和体育业,6 years,1,1,2012/3/1,4,403,38,24.5018,0,755,943.75,9,0,0,6674.77,29.1923,1,0,3-Aug,59929,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,0,0,0
1044457,244457,17454.5,3,12.141,542.89,C,上市企业,文化和体育业,10+ years,1,1,2016/12/1,3,399,37,10.38,0,735,796.25,10,0,0,22.1538,0.1,0,0,Aug-83,3,1,1,0,11,12,9,0,0,0
1046858,246858,15000,3,15.993,540.56,D,普通企业,农、林、牧、渔业,10+ years,1,1,2013/4/1,0,262,37,17.25,2,665,775.833,14,0,0,9005.77,61.9,1,0,Sep-98,30524,1,7,0,8,25,16,0,0,0
1019911,219911,10000,3,16.02,351.67,C,上市企业,电力、热力生产供应业,10+ years,0,1,2017/6/1,0,79,2,12.2636,0,580.909,726.136,15,0,0,14519,64.5,0,0,May-88,0,1,9,0,9,17,9,3,3406,0
1024648,224648,5000,3,13.332,166.36,B,普通企业,文化和体育业,< 1 year,1,1,2012/4/1,0,271,35,11.5936,0,680,736.667,5,0,0,5566.62,69.5692,1,0,Jun-95,2626,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,3,411,1
1009105,209105,22727.3,5,13.98,581.45,C,政府机构,金融业,10+ years,0,1,2014/1/1,4,126,38,9.99091,0,585,633.75,14,0,0,2488.77,9.9,0,0,Sep-99,1996,1,3,0,12,12,3,0,0,0
1025873,225873,3272.73,3,13.176,124.17,C,政府机构,信息传输、软件和信息技术服务业,5 years,1,0,2014/4/1,5,414,0,26.1182,0,636.364,689.394,13,0,0,2502.77,21.8077,0,0,Mar-94,6,1,4,0,6,25,14,0,0,0
1000497,200497,5236.36,3,11.44,158.15,B,上市企业,金融业,6 years,1,1,2016/10/1,4,56,8,0.84,0,736.364,859.091,2,1,0,2472.92,44.3692,0,0,Dec-88,4,1,2,0,5,4,3,3,2190,1
1030391,230391,34909.1,3,8.01,1016.11,A,政府机构,信息传输、软件和信息技术服务业,< 1 year,0,1,2013/11/1,3,191,5,13.8818,0,568.636,616.023,10,0,0,23285.8,27.2308,0,0,5-Jan,27065,1,6,0,5,17,14,0,0,0
1022905,222905,16363.6,3,14.22,525.88,C,幼教与中小学校,农、林、牧、渔业,5 years,1,1,2012/10/1,0,149,22,17.4982,0,564.545,658.636,17,0,0,14940.9,66.6923,1,0,Jun-95,2495,1,11,0,6,18,13,3,3285,0
1027628,227628,15272.7,5,14.46,329.11,C,幼教与中小学校,建筑业,2 years,1,1,2016/6/1,0,337,14,24.5455,1,613.636,715.909,18,0,0,16821.5,42.8,0,0,6-Jul,2,1,6,0,13,22,14,1,3629,1
1001986,201986,5454.55,3,11.691,202.14,C,上市企业,电力、热力生产供应业,8 years,0,0,2011/9/1,4,640,17,10.7836,1,544.091,680.114,11,0,0,11050,57.6,1,0,2-Mar,252,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,0,782,1
1013383,213383,9000,3,8.18,282.78,B,普通企业,房地产业,10+ years,0,1,2015/11/1,0,616,0,28.4618,1,572.727,668.182,26,0,0,24741,38.3385,1,0,Jun-83,0,1,16,0,5,29,14,0,0,0
1037170,237170,8181.82,3,12.089,245.51,B,政府机构,采矿业,< 1 year,1,1,2015/3/1,0,99,8,23.4182,0,672.727,840.909,12,0,0,6288,23.6308,0,0,7-Oct,0,1,5,0,5,8,6,0,0,0
1038401,238401,13090.9,3,10.99,471.37,B,上市企业,文化和体育业,10+ years,1,1,2015/10/1,4,131,6,9.54545,0,675,731.25,6,0,0,19787.4,82,0,0,9-Feb,4,1,5,0,4,6,6,0,0,0
1004269,204269,29409.1,5,14.421,737.89,B,普通企业,文化和体育业,10+ years,0,1,2012/10/1,0,19,14,15.66,0,668.182,723.864,9,0,0,10322.3,57.1385,1,0,Feb-00,53407,1,4,0,6,4,2,0,0,0
1040335,240335,6545.45,3,13.189,199.26,B,上市企业,金融业,7 years,0,0,2014/11/1,0,14,11,20.7818,0,720,840,11,2,0,14342.3,77.5385,1,0,6-Oct,0,1,8,0,6,9,8,3,286,1
1006971,206971,25000,5,20.724,646.32,E,幼教与中小学校,电力、热力生产供应业,8 years,0,1,2015/5/1,4,100,4,19.9636,0,640.909,801.136,11,0,0,15358,65.6308,0,0,Jul-00,4,1,7,0,8,15,6,0,0,0
1014797,214797,8804.55,3,16.425,270.28,E,政府机构,建筑业,Optional Null,0,1,2015/7/1,2,578,39,0,1,745,807.083,10,0,0,0,0,1,0,Aug-81,5,1,0,0,0,22,13,3,1795,0
1030935,230935,16000,5,13.99,372.21,C,世界五百强,采矿业,2 years,1,0,2016/11/1,0,78,19,15.85,0,572.727,620.455,6,0,0,6344.15,57.8,0,0,4-May,0,1,4,0,3,8,6,0,0,0
1005226,205226,12000,3,4.788,361.38,A,上市企业,金融业,10+ years,0,0,2017/4/1,0,72,10,16.2636,0,845.455,915.909,15,0,0,12096.9,13.9385,0,0,Dec-92,0,1,4,0,17,21,15,0,0,0
1016908,216908,3000,3,10.75,97.87,B,上市企业,公共服务、社会组织,10+ years,1,1,2016/3/1,0,408,14,7.87,0,659.091,714.015,14,0,0,12334,33.1385,0,0,4-Sep,0,1,2,0,6,25,12,0,0,0
1034257,234257,29545.5,5,10.989,531.06,B,普通企业,文化和体育业,3 years,0,0,2015/9/1,0,719,34,18.1064,0,790.909,856.818,13,0,0,20706,51.5,0,0,2-Apr,0,1,6,0,10,27,13,0,0,0
1029870,229870,9818.18,5,14.418,291.95,C,普通企业,金融业,3 years,0,0,2017/6/1,4,4,3,20.6,0,631.818,789.773,12,0,0,11768.6,58.8,0,0,Dec-95,4,1,8,0,13,14,7,0,0,0
1042413,242413,10000,3,19.646,360.83,D,幼教与中小学校,采矿业,< 1 year,1,0,2015/8/1,0,141,13,6.87273,0,758.182,821.364,11,0,0,8839.38,71.3077,0,0,3-Jul,0,1,9,0,0,17,7,3,2581,1
1044193,244193,4581.82,3,15.389,143.53,C,世界五百强,电力、热力生产供应业,10+ years,0,1,2017/4/1,3,54,28,20.8364,0,745,807.083,5,0,0,9493.85,42.2,0,0,4-Nov,3,1,2,0,8,4,3,0,1169,0
1038529,238529,4909.09,3,6.228,185.05,A,政府机构,农、林、牧、渔业,Optional Null,1,1,2015/5/1,4,4,3,27.39,0,720,840,8,1,1,5102.77,33.6,0,0,Jun-92,4,1,6,0,9,16,10,3,457,1
1049604,249604,22727.3,3,7.777,772.73,A,政府机构,住宿和餐饮业,6 years,0,0,2017/9/1,8,99,8,19.2436,0,785.455,850.909,17,0,0,34451,46.0923,0,0,Jan-95,9,1,9,0,7,17,8,1,208,0
1021497,221497,9927.27,5,16.29,205.57,C,政府机构,采矿业,6 years,0,1,2012/10/1,5,378,39,15.1,0,700,816.667,15,0,0,17845.4,34.7077,0,0,Feb-95,6,1,5,0,22,28,22,0,1596,1
1041107,241107,14181.8,3,19.789,433.77,D,幼教与中小学校,制造业,3 years,0,1,2017/3/1,0,108,21,12.3,1,604.545,654.924,8,0,0,4368,60.6462,0,0,11-Jul,0,1,5,0,1,12,6,1,2257,0
1038054,238054,16363.6,3,12.39,501.02,C,政府机构,公共服务、社会组织,3 years,1,1,2014/12/1,0,62,13,9.33545,0,600,700,18,1,1,9069.23,55.8462,1,0,Oct-95,0,1,11,0,5,33,10,2,3465,1
1029385,229385,8890.91,3,4.788,245.44,A,高等教育机构,金融业,8 years,0,0,2015/12/1,0,382,2,6.57273,1,790.909,988.636,9,0,0,9123.46,29.6,0,0,Nov-83,0,1,7,0,4,12,6,3,3121,1
1002883,202883,10000,5,10.791,222.4,B,政府机构,住宿和餐饮业,10+ years,0,1,2013/10/1,2,282,7,37.7891,0,634.091,792.614,10,0,0,10711.2,23.2,1,0,Nov-99,27740,1,2,0,19,22,20,4,526,1
1028229,228229,24545.5,5,12.74,678.61,C,政府机构,文化和体育业,10+ years,0,1,2017/2/1,4,646,8,21.7818,1,690,805,9,0,0,8290,74.3077,0,0,Oct-85,4,1,3,0,8,17,10,0,0,0
1001554,201554,10909.1,3,9.064,314.48,B,政府机构,住宿和餐饮业,3 years,0,0,2016/10/1,0,26,18,3.70636,0,609.091,710.606,9,2,2,11558.8,58.5,0,0,5-Mar,0,1,3,0,10,5,4,0,0,0
1011374,211374,23636.4,3,17.864,705.52,C,普通企业,制造业,3 years,0,1,2014/1/1,0,104,23,15.4555,0,600,650,11,0,0,9708,51.9,1,0,Oct-97,0,1,8,0,9,18,13,0,284,1
1012895,212895,15450,3,17.091,566.26,D,普通企业,住宿和餐饮业,< 1 year,0,1,2017/4/1,4,33,22,27.41,0,618.182,772.727,10,0,0,21200.3,77.9,0,0,6-Aug,4,1,5,0,3,11,8,0,183,1
1027786,227786,4181.82,3,11.53,151.76,B,普通企业,公共服务、社会组织,10+ years,0,0,2015/4/1,0,737,39,11.9236,0,576.818,624.886,8,0,0,1001.54,10.2,1,0,5-May,0,1,2,0,1,7,2,3,1143,1
1030657,230657,12681.8,3,14.418,545.09,C,普通企业,公共服务、社会组织,3 years,1,1,2018/1/1,0,25,13,10.7182,0,544.091,589.432,5,0,0,7633,81.2,0,0,14-Jun,0,1,4,0,2,7,5,0,0,0
1014069,214069,16000,3,7.11,500.65,A,普通企业,文化和体育业,< 1 year,0,1,2014/1/1,1,116,14,13.7782,0,642.273,749.318,10,0,0,5929.85,19.8462,1,0,Jul-99,1,1,2,0,12,14,9,3,1011,0
1007077,207077,5154.55,3,15.27,219.23,C,上市企业,金融业,3 years,0,0,2012/2/1,4,197,4,8.97,3,670,837.5,7,0,0,1535,71.8308,1,0,Nov-90,234,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,1,1335,1
1029532,229532,7090.91,3,13.491,207.97,C,上市企业,金融业,2 years,0,1,2017/1/1,0,56,8,26.8818,0,622.727,726.515,27,0,0,40551.7,74.0769,0,0,Jan-98,0,1,19,0,10,27,15,0,0,0
1018706,218706,31818.2,5,17.127,908.5,D,普通企业,采矿业,10+ years,0,1,2017/12/1,0,218,0,23.5545,0,741.818,865.455,24,0,0,50611.2,63,0,0,5-Apr,0,1,15,0,16,24,17,5,13533,0
1038021,238021,13000,3,7.89,406.72,A,普通企业,电力、热力生产供应业,10+ years,1,0,2015/3/1,0,134,8,23.7845,0,627.273,731.818,28,0,0,21600.9,36.4615,0,0,3-Mar,0,1,11,0,7,36,13,0,0,0
1000785,200785,27272.7,5,8.82,528.72,B,高等教育机构,建筑业,3 years,0,0,2016/1/1,0,254,33,14.35,0,796.364,995.455,8,0,0,9214.62,49.9,0,0,Mar-00,0,1,2,0,18,13,8,3,1256,1
1033247,233247,8181.82,3,8.998,282.78,B,政府机构,公共服务、社会组织,3 years,0,0,2015/9/1,0,427,21,5.02364,0,663.636,774.242,11,0,0,5710,20.7,1,0,5-Feb,0,1,8,0,1,10,9,3,4376,1
1001076,201076,4909.09,3,11.421,201.27,C,普通企业,电力、热力生产供应业,3 years,1,0,2015/5/1,0,110,13,8.30182,0,613.636,715.909,4,0,0,7207,106.615,1,0,12-Mar,0,1,4,0,0,4,3,3,2652,1
1046308,246308,14000,5,16.425,393.16,D,普通企业,信息传输、软件和信息技术服务业,8 years,1,1,2016/3/1,4,555,37,28.9964,0,730.909,791.818,14,0,0,20089.6,65.4231,0,0,4-May,4,1,6,0,7,30,18,1,436,0
1004311,204311,6000,3,12.089,196.41,B,普通企业,制造业,Optional Null,1,1,2015/10/1,2,217,22,24.8727,0,730.909,791.818,6,1,1,7508.08,76.9846,1,0,May-96,5,1,4,0,4,10,8,3,429,0
1027221,227221,13090.9,3,7.101,500.58,A,普通企业,公共服务、社会组织,8 years,0,1,2015/10/1,2,88,32,13.82,0,725,785.417,10,0,0,18389.5,42.6,0,0,Nov-97,5,1,6,0,9,8,4,0,0,0
1006152,206152,18909.1,5,11.061,358.27,C,政府机构,电力、热力生产供应业,1 year,1,0,2015/3/1,0,495,14,20.8909,0,735,796.25,15,0,0,16449,22.2,0,0,2-Nov,0,1,5,0,12,26,17,3,865,1
1000675,200675,3000,3,8.18,94.26,B,普通企业,金融业,< 1 year,1,0,2015/2/1,0,271,35,21.8618,1,660,715,12,0,0,5732.46,61.2,0,0,2-Aug,0,1,6,0,16,17,10,3,149,0
1005764,205764,5000,3,9.17,159.4,B,政府机构,文化和体育业,3 years,0,0,2015/11/1,2,369,21,20.35,0,720,900,17,0,0,23156,57.3462,0,0,Dec-86,5,1,12,0,4,19,9,3,339,1
1045887,245887,7272.73,3,13.041,275.33,C,上市企业,住宿和餐饮业,5 years,1,1,2016/10/1,0,103,36,19.18,0,568.636,663.409,17,0,0,20064,51.6923,0,0,6-Apr,0,1,11,0,4,21,13,3,3681,1
1031383,231383,12272.7,5,10.42,321.82,B,政府机构,电力、热力生产供应业,Optional Null,1,1,2017/12/1,4,512,21,10.0473,0,700,816.667,6,0,0,1486.15,12.5769,0,0,1-Mar,4,1,3,0,1,6,5,0,0,0
1035617,235617,19636.4,3,7.89,750.86,A,普通企业,信息传输、软件和信息技术服务业,10+ years,0,1,2015/5/1,0,161,14,20.94,0,758.182,947.727,8,0,0,12655.4,60.3077,1,0,Jan-84,0,1,4,0,10,12,9,3,11547,1
1019396,219396,18181.8,5,14.52,470.78,C,普通企业,金融业,< 1 year,0,1,2018/6/1,5,296,5,14.3455,0,730.909,791.818,6,0,0,13002.8,48.5692,0,0,1-Dec,6,1,3,0,3,6,3,4,4355,1
1011597,211597,25500,5,15.488,594.4,C,世界五百强,建筑业,4 years,0,0,2017/11/1,4,200,22,19.62,0,597.273,746.591,16,1,1,12461.5,25.7538,0,0,5-Mar,4,1,4,0,10,13,6,0,0,0
1023980,223980,4950,3,12.294,168.37,C,普通企业,采矿业,5 years,1,0,2015/1/1,8,19,14,26.1455,0,622.727,778.409,8,0,0,6537.23,56.5385,0,0,Mar-98,9,1,4,Optional Null,4,5,4,0,0,0
1034865,234865,8181.82,3,17.171,349.65,D,政府机构,金融业,10+ years,1,1,2014/7/1,4,32,21,30.8455,0,548.182,639.545,14,0,0,18531.9,52,0,0,6-Mar,4,1,9,0,5,13,6,3,684,0
1021993,221993,34800,3,15.99,1121.36,D,普通企业,制造业,5 years,0,1,2015/1/1,4,186,9,18.71,0,700,758.333,7,0,0,38386.9,66.9846,1,0,6-Jul,4,1,4,0,6,8,4,3,15600,1
1018154,218154,29263.6,5,21.879,709.06,E,普通企业,电力、热力生产供应业,10+ years,0,0,2016/1/1,0,178,23,19.7636,1,741.818,803.636,13,0,0,23650.4,108.462,0,0,Aug-96,0,1,6,0,6,14,11,1,9445,0
1010671,210671,8372.73,3,16.074,276.94,D,政府机构,建筑业,10+ years,1,1,2015/4/1,0,195,38,34.4273,0,544.091,589.432,14,0,0,11199.2,74.1,0,0,5-May,0,1,9,0,10,16,6,2,1028,1
1021893,221893,17668.2,3,18.205,529.67,D,普通企业,公共服务、社会组织,9 years,1,1,2015/9/1,0,27,12,26.76,0,741.818,865.455,12,2,0,18223.8,55,1,0,Sep-98,0,1,10,0,6,10,5,2,2410,1
1017539,217539,32727.3,3,8.81,1268.46,A,普通企业,电力、热力生产供应业,10+ years,1,1,2018/11/1,1,242,8,37.9273,0,755,817.917,10,0,0,0,0,0,1,2-Sep,1,1,0,0,10,8,5,1,5446,0
1029383,229383,3545.45,3,9.891,98.21,B,政府机构,公共服务、社会组织,Optional Null,0,1,2015/5/1,0,124,13,15.5673,0,609.091,761.364,11,0,0,32886.9,89.6,1,0,1-Oct,0,1,9,0,1,16,16,0,0,0
1002928,202928,25454.5,3,5.32,843.22,A,幼教与中小学校,公共服务、社会组织,7 years,0,1,2015/11/1,2,63,14,4.17,0,663.636,774.242,13,0,0,5805.69,9.34615,0,0,Jul-00,5,1,2,0,7,12,8,0,0,0
1030066,230066,18181.8,3,14.16,685.11,C,政府机构,批发和零售业,10+ years,0,1,2014/2/1,0,244,14,27.8,0,774.545,839.091,24,0,0,13818,26.5846,1,0,Oct-95,0,1,9,0,11,51,28,0,6812,1
1042597,242597,16363.6,3,11.47,494.43,B,幼教与中小学校,房地产业,10+ years,0,1,2016/3/1,0,260,21,27.6545,0,741.818,865.455,9,1,1,5533.85,39.8077,0,0,3-Jan,0,1,2,0,10,9,3,0,0,0
1048741,248741,13236.4,3,9.135,362.19,B,上市企业,金融业,4 years,1,0,2014/5/1,0,140,8,7.91818,0,769.091,833.182,11,1,1,15141.9,50.3,0,0,May-00,0,1,8,0,3,12,11,1,5193,1
1019559,219559,14000,3,13.11,472.46,B,普通企业,房地产业,6 years,1,1,2012/11/1,0,195,38,13.7455,0,622.727,674.621,13,0,0,17130.6,80.6769,1,0,4-Jul,51110,1,13,0,2,15,12,1,6424,1
1045791,245791,17727.3,3,11.691,505.34,B,上市企业,电力、热力生产供应业,6 years,1,1,2014/3/1,0,370,13,9.9,0,725.455,846.364,12,4,1,8272.62,70.4308,0,0,Nov-00,0,1,8,0,4,23,17,3,1060,0
1037145,237145,31818.2,5,30.75,1148.55,F,世界五百强,电力、热力生产供应业,10+ years,0,1,2017/8/1,0,2,2,18.4036,0,685,742.083,16,0,0,28108.8,89,0,0,2-May,0,1,12,0,15,32,19,3,4500,1
1031695,231695,16545.5,3,7.89,438,A,普通企业,建筑业,1 year,0,1,2015/9/1,4,348,18,8.20636,0,705,822.5,3,0,0,10617,53.2615,1,0,Jun-99,4,1,3,0,3,4,2,3,5857,1
1001105,201105,14727.3,3,9.702,587.43,B,普通企业,住宿和餐饮业,10+ years,0,1,2016/2/1,0,407,10,16.24,0,730.909,852.727,8,0,0,14599,80.2308,0,0,Jan-97,0,1,4,0,8,14,8,2,130,0
1003186,203186,1636.36,3,16.115,62.09,C,世界五百强,建筑业,10+ years,1,1,2015/9/1,3,297,18,18.78,0,670,837.5,14,1,1,23.0769,0.1,1,0,5-Aug,3,1,4,0,12,41,25,0,466,1
1001040,201040,21981.8,5,23.32,527.77,E,普通企业,农、林、牧、渔业,7 years,1,0,2016/6/1,0,486,29,23.6291,0,720,840,6,1,1,1493,35.7538,1,0,1-May,0,1,2,0,18,11,4,2,659,0
1012149,212149,17427.3,3,19.789,769.94,D,普通企业,住宿和餐饮业,4 years,1,1,2017/2/1,0,253,21,28.7345,0,640.909,801.136,9,0,0,15717,56.6538,0,0,4-Apr,0,1,6,0,5,9,8,3,783,1
1049602,249602,23563.6,5,19.789,548.39,D,上市企业,农、林、牧、渔业,10+ years,0,0,2016/10/1,0,153,11,16.8218,0,564.545,705.682,21,0,0,27788.3,41.5385,0,0,Jul-96,0,1,8,0,2,32,14,2,6213,0
1017402,217402,7090.91,3,11.151,200.41,C,幼教与中小学校,电力、热力生产供应业,10+ years,0,1,2015/1/1,5,116,14,5.38909,1,752.727,815.455,7,0,0,7117.85,69.1385,1,0,Feb-83,6,1,2,0,12,6,4,0,0,0
1046262,246262,40000,5,8.789,810.87,A,普通企业,房地产业,9 years,0,1,2017/1/1,0,79,2,15.2091,0,812.727,1015.91,23,0,0,24598,17.4462,0,0,1-Feb,0,1,14,0,6,26,18,2,12934,1
1039740,239740,21000,5,21.989,556.26,D,政府机构,建筑业,10+ years,0,0,2016/10/1,4,427,21,37.7564,0,677.273,846.591,8,0,0,18287.1,49.7538,1,0,Mar-96,4,1,3,0,7,9,7,2,1049,1
1007890,207890,12272.7,3,7.89,469.29,A,普通企业,电力、热力生产供应业,3 years,1,1,2015/6/1,0,268,8,12.0109,0,763.636,954.545,4,0,0,12078,85.7,0,0,Mar-00,0,1,3,0,2,7,6,0,0,0
1038292,238292,13636.4,3,7.101,469.29,A,上市企业,金融业,10+ years,0,0,2015/7/1,0,27,12,16.67,0,774.545,968.182,11,0,0,49401.7,82.4923,0,0,Jun-95,0,1,8,0,5,31,15,0,0,0
1014850,214850,21000,3,13.779,731.17,C,普通企业,金融业,8 years,1,0,2012/9/1,4,51,13,12.4118,0,556.364,695.455,7,0,0,33348,82.9846,1,0,Jan-92,11826,1,6,0,6,12,7,2,3284,1
1002450,202450,10252.3,3,16.115,299.24,C,世界五百强,电力、热力生产供应业,5 years,1,1,2015/10/1,0,116,14,14.95,0,695,752.917,7,1,1,5439,36.0923,0,0,5-Feb,0,1,4,0,2,8,2,0,0,0
1022449,222449,41363.6,5,25.011,1085.33,F,高等教育机构,信息传输、软件和信息技术服务业,2 years,0,1,2016/8/1,0,129,30,23.1091,0,604.545,705.303,8,0,0,12852,82.3385,0,0,3-Feb,0,1,4,0,7,5,5,2,8345,1
1015607,215607,3600,3,14.014,120.85,C,幼教与中小学校,国际组织,10+ years,0,1,2016/12/1,5,196,14,26.9909,0,552.273,690.341,9,0,0,18603.7,90.8,0,0,2-Jul,6,1,5,0,11,9,8,3,557,1
1015639,215639,12886.4,5,21.087,447.9,F,普通企业,金融业,7 years,0,0,2014/10/1,0,301,21,37.28,0,552.273,690.341,14,0,0,8750.77,69.2308,0,0,9-Jan,0,1,7,0,5,13,6,0,0,0
1034675,234675,7272.73,3,11.71,264.61,B,普通企业,电力、热力生产供应业,8 years,1,0,2012/2/1,4,313,43,16.9036,0,774.545,903.636,13,0,0,9349.85,69.7846,1,0,Nov-00,268,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,1,3386,0
1031264,231264,4650,3,18.689,165.77,D,普通企业,住宿和餐饮业,6 years,1,0,2014/8/1,0,14,11,42.7636,3,548.182,593.864,9,0,0,3163.38,36.5769,0,0,Feb-96,0,1,4,0,3,12,10,0,1121,0
1016865,216865,39915.9,5,27.441,1102.93,F,政府机构,文化和体育业,8 years,1,1,2017/1/1,4,499,13,13.33,0,540,585,8,0,0,8174,66.6615,1,0,5-Mar,4,1,6,0,9,8,4,0,0,0
1002712,202712,28363.6,5,18.81,597.76,C,政府机构,房地产业,10+ years,0,1,2013/10/1,0,62,13,19.66,0,560.455,607.159,18,0,0,30458.8,81.2308,0,0,Jul-93,206,1,7,0,14,14,10,4,4884,1
1015304,215304,8181.82,3,17.57,359.38,D,普通企业,建筑业,2 years,0,1,2015/2/1,2,235,8,28.2436,0,568.636,616.023,16,0,0,9506.77,39.7846,1,0,3-Dec,5,1,9,0,7,32,16,0,3776,0
1048821,248821,12272.7,3,8.541,480.43,B,政府机构,建筑业,2 years,1,0,2014/11/1,0,157,8,8.83636,0,572.727,715.909,7,0,0,11917.2,40,0,0,6-Sep,0,1,7,Optional Null,0,8,6,0,0,0
1031275,231275,5454.55,3,11.691,202.14,C,上市企业,信息传输、软件和信息技术服务业,10+ years,1,0,2014/8/1,0,113,22,18.4818,1,600,650,19,0,0,18018.5,83.6769,1,0,Jul-88,0,1,10,0,28,19,12,3,2058,1
1008831,208831,2727.27,3,15.917,103.22,C,政府机构,采矿业,1 year,0,1,2018/8/1,4,195,38,26.0073,0,705,822.5,10,0,0,27657.5,53.7692,0,0,5-Dec,4,1,6,0,8,14,5,3,946,1
1034661,234661,29545.5,3,10.175,797.91,A,高等教育机构,电力、热力生产供应业,8 years,1,1,2013/10/1,0,49,12,9.53636,0,568.636,710.795,7,0,0,9925.38,29.7231,1,0,4-Mar,0,1,3,0,1,6,5,1,8365,1
1015272,215272,14400,3,7.986,545.54,A,普通企业,国际组织,< 1 year,1,1,2015/10/1,0,0,0,13.6,0,770,962.5,33,0,0,7541.54,6.03077,0,0,3-Jul,0,1,18,0,4,35,26,1,4489,1
1047058,247058,5909.09,3,10.99,163.67,B,高等教育机构,公共服务、社会组织,Optional Null,1,1,2014/2/1,4,603,13,17.1573,2,736.364,920.455,16,3,0,7119.69,61.4923,1,0,Feb-76,4,1,10,0,5,31,16,3,1076,1
1044945,244945,38181.8,3,8.091,1112.83,B,世界五百强,金融业,Optional Null,0,1,2016/8/1,2,480,8,11.0455,2,796.364,929.091,8,0,0,400.615,6.4,1,0,2-May,5,1,3,0,11,15,6,0,0,0
1010296,210296,19090.9,3,14.661,741.31,D,普通企业,住宿和餐饮业,4 years,0,0,2016/3/1,0,64,14,17.1736,0,752.727,878.182,10,0,0,32989.4,47.8154,0,0,May-87,0,1,5,0,3,16,8,0,0,0
1029956,229956,6750,3,18.689,294.1,D,高等教育机构,住宿和餐饮业,5 years,0,0,2015/3/1,0,76,26,23.2364,1,730.909,791.818,6,0,0,5409,89.6,1,0,Mar-00,0,1,3,0,5,4,4,0,0,0
1033850,233850,6545.45,3,13.189,199.26,B,政府机构,住宿和餐饮业,10+ years,1,0,2017/12/1,0,262,37,27.49,0,735,796.25,7,0,0,13370.8,76.6154,1,0,1-Nov,0,1,5,0,3,6,4,0,335,1
