loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon,isDefault,guess
1034088,234088,24545.5,3,7.59,934.43,A,世界五百强,交通运输、仓储和邮政业,10+ years,1,1,2016/9/1,0,70,32,18.3709,0,700,816.667,16,0,0,40196.5,48,1,0,Nov-89,0,1,9,0,5,14,10,0,0,0,0,0
1013407,213407,21509.1,5,23.089,492.27,E,普通企业,交通运输、仓储和邮政业,7 years,0,0,2015/6/1,0,757,15,29.13,0,720,840,13,1,1,8702.31,75,0,0,Oct-00,0,1,4,0,23,6,4,4,4597,459.7,0,0
1020234,220234,24000,3,5.93,729.37,A,普通企业,金融业,6 years,1,1,2015/4/1,0,74,30,8.37818,0,625.909,730.227,16,0,0,22819,37.8462,0,0,Jul-86,0,1,5,0,13,20,12,2,7958,2387.4,0,0
1047278,247278,7854.55,3,18.458,341.22,C,政府机构,文化和体育业,3 years,0,1,2013/9/1,0,573,19,5.33455,0,604.545,755.682,12,4,4,4677.08,57.7231,1,0,1-Nov,33111,1,5,0,12,11,8,3,1522,0,1,1
1008582,208582,4250,3,14.99,147.31,C,世界五百强,金融业,Optional Null,0,1,2014/12/1,0,410,8,32.1955,0,695,810.833,11,0,0,26270.8,84.5385,1,0,Jun-96,0,1,8,0,4,27,12,0,0,0,0,0
1039140,239140,11906.8,3,13.332,335.22,B,政府机构,房地产业,10+ years,1,1,2012/11/1,4,284,13,31.9527,0,690,862.5,11,0,0,22050.5,75.6,1,0,Oct-91,2455,1,10,0,0,19,13,3,508,50.8,0,0
1048553,248553,8272.73,3,5.427,213.05,A,政府机构,信息传输、软件和信息技术服务业,10+ years,0,0,2013/8/1,0,249,36,8.19818,0,883.636,957.273,10,0,0,1788,10.4308,1,0,Jun-94,70,1,4,0,2,10,3,3,1446,433.8,0,0
1008369,208369,10909.1,3,8.937,322.35,B,普通企业,建筑业,1 year,1,1,2018/1/1,0,253,21,13.3,0,665,775.833,16,0,0,6934.15,34.8923,0,0,8-Oct,0,1,11,0,5,16,13,3,4596,1378.8,0,0
1048260,248260,23427.3,5,16.99,533.6,D,幼教与中小学校,金融业,10+ years,0,1,2015/3/1,4,500,27,29.1273,0,580.909,629.318,9,0,0,33602.2,94.3385,1,0,May-99,4,1,5,0,7,9,4,0,0,0,0,0
1009219,209219,32727.3,3,10.026,984.16,B,上市企业,住宿和餐饮业,< 1 year,0,1,2013/2/1,0,327,14,8.62727,0,807.273,1009.09,8,0,0,21670.9,35.3077,1,0,Sep-00,94,1,2,0,13,20,11,0,6112,0,0,0
1005582,205582,14836.4,3,11.858,443.84,B,普通企业,房地产业,1 year,1,1,2016/2/1,0,427,21,7.56818,0,700,875,5,0,0,14630,42,0,0,Jul-94,0,1,4,0,1,9,7,1,6773,2031.9,0,0
1046086,246086,4363.64,3,23.089,150.68,E,政府机构,房地产业,2 years,1,0,2014/6/1,0,731,0,18.61,1,604.545,654.924,10,0,0,25242.7,71.1846,1,0,Apr-93,0,1,3,0,10,13,6,0,1581,0,0,0
1020910,220910,5000,3,12.74,167.85,C,普通企业,交通运输、仓储和邮政业,3 years,1,1,2016/12/1,7,108,21,12.7391,5,622.727,778.409,2,0,0,4017.23,91.2692,0,0,Mar-83,8,1,0,0,8,11,7,3,1967,590.1,0,1
1008500,208500,4727.27,3,11.466,134.28,C,上市企业,金融业,10+ years,1,1,2017/2/1,5,323,12,17.1818,0,568.636,663.409,15,3,3,8650.38,8.95385,0,0,Oct-82,6,1,4,0,2,17,7,1,1624,324.8,0,0
1005857,205857,7990.91,3,19.665,279.18,D,普通企业,电力、热力生产供应业,Optional Null,1,1,2018/3/1,0,250,37,22.3364,0,627.273,784.091,13,0,0,13955.8,65.5385,0,0,6-Jul,0,1,11,Optional Null,2,12,4,0,0,0,1,0
1040103,240103,1090.91,3,18.24,43.53,D,普通企业,信息传输、软件和信息技术服务业,Optional Null,1,1,2014/8/1,10,25,13,8.19818,0,741.818,927.273,8,2,1,3888.77,35.3231,1,0,Nov-85,11,1,5,0,5,18,11,3,287,86.1,0,0
1021122,221122,6000,3,10.341,181.35,B,普通企业,房地产业,< 1 year,1,1,2017/1/1,0,167,8,7.23636,1,604.545,755.682,20,0,0,4432.62,31.2692,0,0,Dec-97,0,1,4,0,22,17,8,0,0,0,0,0
1026990,226990,27272.7,3,13.189,996.29,B,幼教与中小学校,房地产业,10+ years,0,1,2015/1/1,4,491,30,8.74545,0,618.182,772.727,10,0,0,32820.3,93.2615,0,0,Sep-92,4,1,8,0,2,12,7,0,0,0,0,0
1024727,224727,21500,3,23.089,809.91,E,普通企业,建筑业,10+ years,0,1,2015/8/1,0,341,14,32.0273,1,609.091,710.606,18,0,0,33119,78.9231,1,0,1-Mar,0,1,4,0,8,39,12,0,8428,1685.6,0,0
1045301,245301,20454.5,3,16.07,879.8,D,高等教育机构,制造业,10+ years,1,1,2010/5/1,0,167,8,18.9655,0,564.545,705.682,20,0,0,77269,102.692,1,0,Apr-79,896,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,0,0,0,0,0
1028162,228162,29454.5,3,5.32,813.1,A,普通企业,公共服务、社会组织,10+ years,0,0,2016/4/1,2,362,35,6.9,0,883.636,1104.55,3,0,0,286432,2.69231,0,0,Sep-93,5,1,2,0,8,8,4,0,0,0,0,0
1016254,216254,2954.55,3,10.087,79.7,B,上市企业,电力、热力生产供应业,10+ years,0,1,2015/2/1,0,145,8,29.35,0,690,805,17,0,0,29826,71,1,0,Nov-89,0,1,9,0,5,16,8,0,0,0,0,0
1020642,220642,14181.8,3,14.839,407.17,C,政府机构,建筑业,10+ years,0,1,2016/9/1,0,619,11,7.92727,0,700,758.333,9,0,0,0,0,0,0,May-90,0,1,0,0,7,10,9,1,1382,138.2,0,0
1038381,238381,4963.64,3,11.331,140.69,C,上市企业,制造业,10+ years,0,1,2015/11/1,0,477,7,9.53636,2,600,750,12,0,0,9866,55.0385,0,0,1-Jul,0,1,10,0,2,17,5,3,913,91.3,0,0
1005666,205666,9090.91,3,15.488,342.17,C,政府机构,交通运输、仓储和邮政业,Optional Null,1,0,2017/8/1,0,421,3,11.47,0,609.091,659.848,13,0,0,1467.85,4.4,0,0,Apr-94,0,1,2,0,10,32,8,3,1003,300.9,0,0
1047120,247120,20000,3,10.341,659.43,B,普通企业,文化和体育业,10+ years,0,1,2016/11/1,0,139,8,11.5855,0,613.636,715.909,15,0,0,17484,43.5077,0,0,Jun-83,0,1,7,0,2,28,18,3,1577,473.1,0,0
1028250,228250,14181.8,5,23.639,327.96,D,普通企业,公共服务、社会组织,9 years,1,1,2016/9/1,0,493,42,24.72,0,769.091,961.364,15,0,0,16716,32.3077,0,0,3-Sep,0,1,5,0,7,20,10,4,5410,541,0,0
1003162,203162,5909.09,3,10.503,165.29,B,普通企业,信息传输、软件和信息技术服务业,3 years,1,1,2014/10/1,0,131,6,18.36,0,650,812.5,5,0,0,3852,50.0308,1,0,9-Nov,0,1,3,0,6,4,2,1,1692,0,0,0
1016622,216622,10909.1,3,14.124,403.42,C,普通企业,交通运输、仓储和邮政业,3 years,0,0,2009/6/1,2,62,13,8.88182,0,747.273,871.818,8,0,0,2670,38.5385,1,0,Aug-95,18950,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,0,0,0,0,0
1013885,213885,29090.9,5,17.171,771.57,D,政府机构,金融业,3 years,0,1,2014/10/1,0,345,20,12.27,0,540,675,6,0,0,11220.5,90.6,1,0,Aug-98,0,1,3,0,9,13,7,0,0,0,0,0
1006199,206199,9681.82,3,15.984,319.79,D,政府机构,公共服务、社会组织,6 years,1,0,2013/10/1,0,235,8,22.6145,0,725,906.25,7,0,0,2327.08,23.8,1,0,4-Apr,0,1,4,0,6,5,3,0,0,0,0,0
1034648,234648,9090.91,3,5.841,306.45,A,政府机构,电力、热力生产供应业,< 1 year,1,0,2016/1/1,4,34,18,7.65,0,740,925,15,0,0,5620.38,8.76923,1,0,Aug-92,4,1,3,0,15,8,4,2,4320,864,0,0
1029039,229039,13636.4,3,10.175,478.75,A,政府机构,金融业,10+ years,1,0,2013/9/1,0,212,7,13.05,0,580.909,677.727,11,0,0,18260.3,52.1231,0,0,Oct-96,31459,1,9,0,2,15,6,3,6387,1916.1,0,0
1025608,225608,5772.73,3,10.75,207.14,B,普通企业,电力、热力生产供应业,10+ years,0,1,2016/4/1,0,294,16,16.83,0,690,747.5,8,0,0,4520,49.1538,0,0,4-Dec,0,1,6,0,4,6,3,0,0,0,1,0
1020972,220972,4909.09,3,15.939,206.5,C,政府机构,信息传输、软件和信息技术服务业,10+ years,1,1,2016/7/1,4,160,4,16.8382,0,640.909,747.727,13,1,1,5385.23,47.8,1,0,Feb-64,4,1,8,0,9,12,5,3,834,83.4,0,0
1009144,209144,11818.2,3,12.74,335.69,C,普通企业,住宿和餐饮业,Optional Null,1,0,2017/5/1,4,406,8,21.96,0,720,840,10,1,1,6690,60.0923,0,0,4-Dec,4,1,5,0,4,24,18,0,0,0,0,0
1039207,239207,3600,3,13.185,151.78,C,普通企业,交通运输、仓储和邮政业,Optional Null,1,1,2015/4/1,5,141,13,1.88182,0,670,837.5,2,0,0,5566.62,86.1,1,0,Sep-75,6,1,2,0,0,5,5,3,1590,0,0,0
1015674,215674,11818.2,3,8.24,314.48,B,普通企业,公共服务、社会组织,10+ years,1,1,2017/2/1,0,394,35,24.3,0,593.182,642.614,13,1,0,32809.8,64.9385,0,0,May-94,0,1,6,0,11,12,7,0,0,0,1,0
1003357,203357,18909.1,5,20.223,446.19,E,普通企业,采矿业,7 years,0,1,2013/6/1,0,196,14,17.3127,0,613.636,715.909,9,0,0,19453.8,92.6,1,0,2-Jan,78,1,8,0,6,18,10,0,1931,386.2,0,0
1009883,209883,10881.8,3,13.67,339.33,C,普通企业,文化和体育业,10+ years,1,0,2015/11/1,0,177,26,10.6036,0,660,770,16,0,0,9600,48.7,0,0,Apr-98,0,1,14,0,5,27,21,0,0,0,1,0
1020405,220405,5909.09,3,6.741,155.51,A,普通企业,电力、热力生产供应业,4 years,1,0,2016/1/1,0,306,26,11.8391,0,618.182,772.727,13,0,0,25473.5,101.538,0,0,Oct-89,0,1,5,0,16,22,19,3,1415,424.5,0,0
1030419,230419,20000,5,8.998,407.26,B,幼教与中小学校,住宿和餐饮业,7 years,0,1,2015/6/1,4,162,2,7.02818,2,544.091,634.773,12,0,0,0,0,0,0,Apr-96,4,1,0,0,5,6,5,0,1723,344.6,0,0
1041915,241915,6545.45,3,6.858,186.97,A,政府机构,采矿业,10+ years,1,1,2014/2/1,0,473,8,27.65,0,700,816.667,13,0,0,8941.69,21.6,1,0,4-Jan,0,1,4,0,9,17,9,3,1831,0,0,0
1046691,246691,10000,5,10.38,214.35,B,普通企业,制造业,10+ years,1,1,2010/8/1,8,35,14,18.46,0,785,850.417,7,0,0,86506.2,7.47692,1,0,May-00,13186,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,0,0,0,0,0
1026175,226175,2945.45,3,16.489,124.78,C,普通企业,电力、热力生产供应业,2 years,1,0,2014/10/1,3,17,13,1.06,15,725,845.833,16,0,0,286.154,17.9077,1,0,Sep-00,3,1,2,0,34,5,4,0,0,0,0,0
1030087,230087,17454.5,3,8.253,510.07,B,政府机构,制造业,10+ years,0,1,2015/8/1,0,336,44,10.9882,1,564.545,658.636,8,0,0,19653.8,63.2154,1,0,4-Aug,0,1,4,0,11,21,13,0,0,0,0,0
1022415,222415,17727.3,3,11.44,494.22,B,政府机构,农、林、牧、渔业,3 years,1,1,2015/2/1,4,253,21,11.7,0,604.545,705.303,5,0,0,11328.2,73,0,0,Aug-87,4,1,4,0,3,12,8,1,5939,0,0,0
1043472,243472,35000,3,25.652,1360.69,E,普通企业,信息传输、软件和信息技术服务业,10+ years,0,1,2016/5/1,5,240,21,18.6055,0,552.273,644.318,8,2,1,7120.62,22.4308,0,0,5-Jan,6,1,3,0,4,9,4,0,0,0,0,0
1006218,206218,13090.9,3,7.89,375.43,A,普通企业,采矿业,4 years,1,1,2015/10/1,0,19,14,12.5273,4,741.818,803.636,8,0,0,7866.46,63.4154,0,0,Oct-98,0,1,6,0,5,10,7,3,59,17.7,0,0
1013124,213124,21272.7,5,20.43,504.34,E,政府机构,公共服务、社会组织,8 years,0,1,2013/9/1,5,672,39,16.4273,0,580.909,629.318,20,1,1,16588.8,58,0,0,Nov-95,106,1,7,0,25,14,12,5,54,16.2,0,1
1013306,213306,8909.09,3,14.49,337.28,C,幼教与中小学校,金融业,< 1 year,1,1,2014/9/1,0,261,8,28.0636,0,685,799.167,11,0,0,26674.6,79.2615,1,0,7-Jan,0,1,3,0,3,14,6,3,1043,104.3,0,0
1039735,239735,21818.2,5,9.891,521.7,B,政府机构,文化和体育业,< 1 year,0,1,2015/3/1,0,81,15,19.7427,0,601.364,651.477,14,0,0,107105,38.3077,0,0,1-Oct,0,1,3,0,17,11,5,4,686,137.2,0,0
1047353,247353,5300,3,10.78,172.97,B,政府机构,金融业,< 1 year,0,0,2016/1/1,4,29,19,41.9455,0,750,875,20,0,0,4828,54.2,1,0,3-Sep,4,1,2,0,33,7,2,3,2176,217.6,0,0
1034693,234693,10909.1,3,11.165,323.38,B,普通企业,采矿业,10+ years,0,0,2014/6/1,4,268,8,9.05455,0,548.182,685.227,6,1,1,12012.9,72.9231,1,0,Feb-84,4,1,3,0,6,28,16,3,1719,515.7,0,0
1041880,241880,4545.45,3,13.869,174.34,D,普通企业,建筑业,< 1 year,1,1,2015/12/1,0,235,8,24.0273,0,627.273,784.091,14,0,0,11617.8,67.8462,1,0,9-Sep,0,1,7,0,4,12,8,3,2172,0,0,0
1012077,212077,10000,3,10.384,320.05,B,政府机构,电力、热力生产供应业,4 years,1,1,2017/6/1,0,4,3,10.3745,0,752.727,815.455,11,0,0,11045,33.2308,0,0,13-Mar,0,1,7,0,1,12,10,3,2269,226.9,0,0
1021971,221971,26863.6,5,13.11,561.69,B,世界五百强,公共服务、社会组织,10+ years,0,1,2013/6/1,0,616,0,7.51818,1,589.091,687.273,9,1,1,7140,61.4923,1,0,Dec-95,76,1,6,0,11,6,6,0,3821,1146.3,0,0
1001314,201314,38181.8,5,20.339,898.13,D,普通企业,建筑业,10+ years,0,1,2015/12/1,0,538,14,33.8,0,730.909,791.818,12,0,0,55476.6,75.2308,0,0,May-94,0,1,8,0,16,22,11,0,0,0,1,0
1005077,205077,18613.6,3,11.165,509.32,B,普通企业,建筑业,10+ years,1,0,2014/8/1,4,162,2,8.23,0,659.091,768.939,2,0,0,12148.8,56.8846,0,0,Mar-94,4,1,2,0,5,3,2,0,5692,569.2,0,0
1024734,224734,25675,3,7.62,676.99,A,普通企业,电力、热力生产供应业,6 years,0,1,2012/8/1,5,539,42,14.0273,0,681.818,738.636,9,0,0,1657,15.5769,1,0,7-Jun,56322,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,2,6356,0,0,0
1026300,226300,2863.64,3,16.61,121.51,C,普通企业,金融业,10+ years,0,0,2013/9/1,0,480,8,23.8145,2,675,731.25,6,0,0,3992.31,80.1,1,0,2-Oct,0,1,4,0,1,9,4,2,1613,0,0,0
1031569,231569,3927.27,3,11.99,119.56,C,政府机构,房地产业,< 1 year,0,0,2016/2/1,4,310,24,18.4545,0,659.091,714.015,10,0,0,10063,39.9231,0,0,10-Aug,4,1,3,0,3,10,7,1,1246,373.8,0,0
1017063,217063,12886.4,5,26.77,478.77,E,普通企业,住宿和餐饮业,Optional Null,1,0,2018/3/1,0,21,13,38.88,0,576.818,672.955,14,0,0,9222.77,47.8154,0,0,Feb-86,0,1,8,0,7,22,14,0,0,0,1,0
1014267,214267,22909.1,5,15.389,488.53,C,高等教育机构,文化和体育业,6 years,0,0,2015/8/1,0,249,36,31.8982,0,785.455,916.364,11,0,0,32569.4,47.7,0,0,2-Sep,0,1,5,0,9,14,7,3,833,0,0,0
1045447,245447,4909.09,3,5.32,180.69,A,政府机构,住宿和餐饮业,1 year,0,1,2016/11/1,0,29,19,27.0327,0,725,785.417,22,1,1,8435.77,17.4231,0,0,Apr-95,0,1,8,0,10,30,12,0,2239,447.8,0,0
1026163,226163,35100,3,26.95,1173.03,F,世界五百强,采矿业,10+ years,0,1,2015/4/1,4,41,25,35.04,0,627.273,784.091,20,0,0,41821.8,75,1,0,Jul-96,4,1,15,0,7,24,10,2,9641,2892.3,0,1
1003606,203606,8863.64,3,7.62,303.83,A,普通企业,金融业,< 1 year,1,1,2012/7/1,0,171,8,26.1727,0,730,790.833,8,0,0,9322.92,85.3846,1,0,Jan-99,148,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,2,2186,437.2,0,0
1000961,200961,14545.5,3,6.858,498.59,A,上市企业,制造业,< 1 year,1,0,2013/12/1,0,186,9,14.8173,0,585,682.5,14,0,0,13045.8,79.8462,1,0,4-Feb,38,1,2,0,11,9,6,1,3311,993.3,0,0
1007669,207669,5000,3,15.389,187.96,C,普通企业,制造业,7 years,1,1,2016/10/1,5,112,23,12.8618,0,685,799.167,7,0,0,4208.62,42.9231,0,0,Nov-97,6,1,6,0,1,7,4,0,0,0,1,0
1047796,247796,13963.6,3,7.101,400.46,A,政府机构,信息传输、软件和信息技术服务业,2 years,1,0,2015/7/1,0,72,10,18.92,0,622.727,726.515,19,1,1,10860.8,33.1,0,0,4-Jul,0,1,14,0,25,18,8,0,0,0,0,0
1011287,211287,6818.18,3,29.49,316.3,F,政府机构,制造业,10+ years,0,1,2017/4/1,4,623,13,26.2091,0,600,750,23,1,0,23119.4,66.2769,1,0,Apr-93,4,1,16,0,5,34,16,0,0,0,1,0
1019093,219093,17136.4,5,18.249,357.18,D,普通企业,文化和体育业,5 years,0,0,2014/5/1,0,71,9,21.4273,0,560.455,607.159,7,0,0,9685,76.3,0,0,Dec-98,0,1,4,0,6,11,7,3,6862,2058.6,0,0
1034407,234407,11454.5,3,12.12,465.81,B,上市企业,住宿和餐饮业,10+ years,1,0,2013/2/1,0,629,20,11.7818,0,564.545,658.636,7,0,0,3813.23,101.123,1,0,Jan-94,2909,1,3,0,5,9,8,3,3688,368.8,0,0
1017570,217570,3818.18,3,10.989,112.92,B,上市企业,住宿和餐饮业,10+ years,0,1,2015/8/1,0,176,3,9.64364,0,540,675,5,1,0,3019.62,65.6538,0,0,4-Nov,0,1,2,0,8,9,4,0,0,0,0,0
1048703,248703,4500,3,9.891,147.31,B,普通企业,公共服务、社会组织,10+ years,0,1,2014/3/1,0,63,14,13.9336,0,600,700,12,0,0,4709.38,24.5769,1,0,Sep-94,0,1,9,0,4,21,2,0,0,0,0,0
1010652,210652,11818.2,3,10.637,321.13,B,政府机构,交通运输、仓储和邮政业,3 years,0,1,2013/12/1,0,643,45,12.8,0,730.909,791.818,10,0,0,10202.8,61.4923,1,0,May-99,28,1,4,0,9,10,6,3,4318,431.8,0,0
1040737,240737,12000,3,17.919,423.61,D,幼教与中小学校,建筑业,3 years,1,1,2016/2/1,0,295,8,28.3664,0,700,758.333,11,0,0,12076,87.5769,0,0,4-Nov,2,1,6,0,1,10,6,3,2053,410.6,0,0
1025743,225743,4545.45,3,9.449,158.05,A,幼教与中小学校,电力、热力生产供应业,10+ years,1,1,2016/8/1,0,106,12,20.5418,0,609.545,711.136,10,0,0,12201.5,39.7385,1,0,Jan-79,0,1,5,0,6,16,9,0,0,0,0,0
1047000,247000,8181.82,3,16.78,355.44,C,世界五百强,制造业,2 years,1,1,2013/7/1,12,17,13,15.0545,0,556.364,695.455,16,0,0,17705.5,95,1,0,2-Dec,514,1,3,0,29,12,7,0,0,0,0,0
1047453,247453,4000,3,7.436,135.38,A,普通企业,文化和体育业,Optional Null,0,1,2010/7/1,0,775,16,5.50636,0,829.091,1036.36,8,0,0,5792.77,20.6769,1,0,1-Jun,206,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,0,916,91.6,0,0
1001511,201511,11818.2,3,10.341,329.72,B,普通企业,交通运输、仓储和邮政业,10+ years,0,1,2016/9/1,4,167,8,21.62,1,564.545,705.682,11,0,0,9619.38,52.6,1,0,4-Oct,4,1,4,0,2,8,3,1,3792,0,0,0
1003968,203968,5454.55,3,17.468,175.49,C,普通企业,信息传输、软件和信息技术服务业,< 1 year,1,0,2013/8/1,0,580,40,13.71,0,564.545,705.682,3,0,0,3965.77,64.8,1,0,7-Feb,28,1,1,0,6,5,3,3,1748,524.4,0,0
1038367,238367,12272.7,3,14.498,506.72,C,幼教与中小学校,文化和体育业,1 year,0,1,2015/12/1,2,176,3,9.60545,2,564.545,705.682,5,2,0,1919.08,34.6,0,0,4-May,5,1,3,0,14,4,4,0,0,0,1,0
1001500,201500,11454.5,3,12.837,416.52,B,幼教与中小学校,文化和体育业,2 years,1,0,2014/7/1,0,492,36,13.16,2,622.727,674.621,10,0,0,20054.8,85.7231,1,0,Apr-97,0,1,4,0,9,22,20,2,4610,0,0,0
1006215,206215,24545.5,3,13.629,1002.03,C,政府机构,交通运输、仓储和邮政业,2 years,0,1,2015/1/1,4,134,8,14.9236,0,627.273,679.545,9,0,0,33545.1,113.192,1,0,Aug-99,4,1,7,0,6,7,7,0,5734,1146.8,0,0
1028403,228403,17454.5,3,12.29,533.65,C,政府机构,国际组织,10+ years,0,0,2015/5/1,0,349,44,24.3,0,654.545,818.182,12,1,1,12700.6,45.3231,0,0,Mar-91,0,1,6,0,7,13,3,2,7022,1404.4,0,0
1036478,236478,23000,5,13.35,527.46,C,普通企业,住宿和餐饮业,Optional Null,0,1,2014/10/1,0,418,45,9.67909,0,572.727,668.182,10,0,0,27680.8,59.4231,1,0,Dec-90,0,1,5,0,5,12,8,0,9629,2888.7,0,0
1006702,206702,12000,3,11.061,400.24,C,政府机构,电力、热力生产供应业,10+ years,1,1,2015/7/1,0,51,13,8.36182,1,720,900,22,4,1,13606.2,66.1154,0,0,8-May,0,1,15,0,3,22,12,0,0,0,1,0
1037811,237811,7000,3,15.59,244.69,C,政府机构,公共服务、社会组织,2 years,1,1,2016/8/1,0,298,30,4.16,1,660,825,3,0,0,2279,66.3385,0,0,11-Nov,0,1,3,0,0,3,2,0,0,0,0,0
1001244,201244,9090.91,3,9.891,327.34,B,政府机构,电力、热力生产供应业,7 years,0,0,2014/2/1,0,91,7,23.7382,0,700,875,16,0,0,13086.8,57.4615,0,0,3-Nov,0,1,5,0,16,12,7,3,2176,652.8,0,0
1005006,205006,14890.9,3,7.832,389.75,A,政府机构,金融业,< 1 year,0,0,2014/5/1,4,19,14,26.9545,0,796.364,995.455,14,0,0,14003.2,28,0,0,Dec-94,4,1,3,0,9,20,15,1,1592,159.2,0,0
1022013,222013,8181.82,3,12.681,342.22,B,政府机构,公共服务、社会组织,1 year,0,0,2012/8/1,12,369,21,13.0364,0,568.636,710.795,11,0,0,39175,92.6538,1,0,Mar-88,3284,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,3,4627,925.4,0,0
1020192,220192,36636.4,3,7.371,974.15,A,上市企业,文化和体育业,10+ years,0,1,2015/1/1,4,231,43,22.85,0,576.818,624.886,18,1,0,95016,50.1231,1,0,Nov-94,4,1,11,0,13,18,12,3,5745,1723.5,0,0
1027846,227846,27000,5,10.296,724.77,B,政府机构,交通运输、仓储和邮政业,10+ years,0,1,2014/11/1,0,98,19,25.0909,0,640.909,694.318,15,0,0,45271.2,77.7231,0,0,Apr-98,0,1,10,0,11,16,9,3,1330,133,0,0
1008785,208785,14181.8,3,13.779,417.81,C,普通企业,信息传输、软件和信息技术服务业,10+ years,0,1,2012/12/1,4,581,24,17.19,0,560.455,607.159,17,0,0,12109,45.1231,1,0,Dec-90,0,1,5,0,15,28,10,0,0,0,1,0
1000866,200866,14181.8,3,10.252,383.37,A,普通企业,采矿业,4 years,0,0,2009/6/1,4,129,30,2.55273,0,650.455,758.864,16,0,0,4260,7,1,0,Jan-87,0,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,0,0,0,1,0
1020674,220674,13090.9,3,6.633,486.97,A,普通企业,国际组织,6 years,1,0,2013/4/1,4,386,19,23.1636,2,720,840,22,0,0,10515,16.4,0,0,May-00,1012,1,6,0,22,20,10,0,0,0,0,0
1047822,247822,2363.64,3,7.689,61.75,A,普通企业,信息传输、软件和信息技术服务业,3 years,1,1,2011/7/1,9,100,4,4.42636,0,663.636,774.242,5,0,0,1829.69,10.2692,1,0,Jul-94,2522,1,Optional Null,Optional Null,Optional Null,Optional Null,Optional Null,3,113,22.6,0,0
1008919,208919,6545.45,3,10.087,191.28,B,政府机构,金融业,8 years,0,0,2014/8/1,8,235,8,18.99,0,640.909,747.727,13,0,0,102501,86.4923,1,0,Nov-94,9,1,10,0,6,16,9,0,658,0,0,0
1034099,234099,1600,3,11.799,54,B,政府机构,金融业,1 year,1,0,2013/6/1,0,166,8,5.88182,0,560.455,607.159,6,0,0,8606.77,108.692,1,0,5-Dec,0,1,1,0,2,7,5,1,366,0,0,0
1048292,248292,1636.36,3,11.331,67,C,世界五百强,金融业,Optional Null,1,1,2015/11/1,4,264,30,22.8764,0,700,816.667,7,0,0,4456,22.9615,0,0,7-Dec,4,1,5,0,0,7,6,2,637,127.4,0,0
1043932,243932,13636.4,3,13.519,500.3,C,普通企业,公共服务、社会组织,10+ years,1,1,2015/5/1,0,134,8,17.8582,0,560.455,607.159,11,0,0,8407.38,25.9615,0,0,3-Apr,0,1,4,0,6,14,8,0,0,0,1,0
1007663,207663,13963.6,5,13.739,287.91,B,普通企业,采矿业,< 1 year,0,1,2014/7/1,3,526,20,6.57818,1,755,880.833,9,0,0,2928.46,17.4231,0,0,9-Jul,3,1,2,0,4,7,2,4,4363,0,0,0
1031178,231178,14181.8,5,13.041,282.28,C,政府机构,信息传输、软件和信息技术服务业,10+ years,1,1,2014/11/1,0,64,14,9.68182,4,660,770,19,0,0,10809.2,18.0923,0,0,Oct-89,0,1,9,0,14,37,15,0,0,0,0,0
1014425,214425,14000,5,21.109,364.64,E,政府机构,房地产业,2 years,0,1,2015/6/1,4,99,8,4.38,0,613.636,767.045,6,0,0,4819.38,32.4,0,0,7-Feb,4,1,4,0,3,5,4,0,0,0,0,0
1033144,233144,14181.8,3,13.779,417.81,C,普通企业,金融业,1 year,0,0,2016/5/1,0,159,21,14.8255,0,660,715,9,0,0,9314.77,80.4462,0,0,May-84,0,1,4,0,7,9,6,0,0,0,1,0
1003112,203112,9454.55,5,13.44,238.99,C,政府机构,农、林、牧、渔业,2 years,1,1,2016/1/1,5,17,13,12.8836,0,585,633.75,11,0,0,1668.92,11.8,0,0,8-Oct,6,1,3,0,7,6,2,0,0,0,0,0
1002847,202847,12054.5,3,18.205,361.38,D,普通企业,电力、热力生产供应业,Optional Null,1,1,2015/10/1,0,395,44,15.3382,0,630,735,7,0,0,8855,17.9,0,0,Mar-97,0,1,6,0,1,19,15,0,0,0,1,0
1000602,200602,9325,3,13.33,315.69,C,普通企业,文化和体育业,1 year,1,0,2015/2/1,8,203,30,11.0291,1,609.091,761.364,8,0,0,3217.85,60.7385,1,0,11-Oct,9,1,4,0,4,5,1,0,0,0,1,0
1040352,240352,9090.91,5,11.462,214.55,B,上市企业,农、林、牧、渔业,10+ years,1,0,2017/12/1,2,736,31,2.16364,0,758.182,947.727,5,1,1,5428.85,24.5538,0,0,7-Oct,5,1,2,0,3,5,3,0,1165,116.5,0,0
